supplierId,supplierName,erpId,branchId,branchName,branchAddress,branchPhoneNumber,branchEmailAddress,omsEmailAddresses,omsPhoneNumbers,hoursMonday,hoursTuesday,hoursWednesday,hoursThursday,hoursFriday,hoursSaturday,hoursSunday,omsEnabled,isDeleted,createdDate,lastModifiedDate
60a6d78997d5e90013d774a2,Equipment Share Inc,,001OJ00000K4EAaYAN,Equipment Share - Catlett VA,"4184 Old Calverton Rd, Catlett, Virginia, United States, 20119",+15717819225,,"eddie.parsons@equipmentshare.com,carl.howard@equipmentshare.com",,,,,,,,,FALSE,FALSE,2025-03-26T09:45:48.363Z,2025-04-29T18:44:40.916Z
60a6d78997d5e90013d774a2,Equipment Share Inc,,001OJ00000TAlL8YAL,Equipment Share - Seekonk MA,"45 Industrial Ct, Seekonk, Massachusetts, United States, 02771",+17749918750,,eddie.parsons@equipmentshare.com,,,,,,,,,FALSE,FALSE,2025-03-26T09:45:47.420Z,2025-03-26T13:16:30.587Z
60a6d78997d5e90013d774a2,Equipment Share Inc,,001OJ00000G3ekXYAR,Equipment Share - Caddo Mills TX,"4047 I-30, Caddo Mills, Texas, United States, 75135",+19728536380,,eddie.parsons@equipmentshare.com,,,,,,,,,FALSE,FALSE,2025-03-26T09:45:47.328Z,2025-04-08T17:13:44.171Z
60a6d78997d5e90013d774a2,Equipment Share Inc,,0011K00002Qn4VCQAZ,Equipment Share - Houston (Tomball) TX,"22311 Hufsmith - Kohrville Rd, Tomball, Texas, United States, 77375",18322717778,eddie.parsons@equipmentshare.com,eddie.parsons@equipmentshare.com,,,,,,,,,FALSE,FALSE,2025-03-26T09:45:47.033Z,2025-05-12T17:46:17.980Z
60a6d78997d5e90013d774a2,Equipment Share Inc,,0011K00002QmmVDQAZ,Equipment Share - Virginia Beach VA,"740 S Military Hwy, Virginia Beach, Virginia, United States, 23464",17576124450,eddie.parsons@equipmentshare.com,eddie.parsons@equipmentshare.com,,,,,,,,,FALSE,FALSE,2025-03-26T09:45:46.938Z,2025-05-12T17:46:20.680Z
60a6d78997d5e90013d774a2,Equipment Share Inc,,001OJ00000TJlovYAD,Equipment Share - Fort Pierce FL,"15701 Orange Ave, Fort Pierce, Florida, United States, 34945",+17727101600,,,,,,,,,,,FALSE,FALSE,2025-03-26T09:45:47.424Z,2025-03-26T09:45:47.424Z
60a6d78997d5e90013d774a2,Equipment Share Inc,,001Ah0000042dAdIAI,Equipment Share - Spokane WA,"4009 E Francis Ave, Spokane, WA 99217, USA",15093096510,eddie.parsons@equipmentshare.com,eddie.parsons@equipmentshare.com,,,,,,,,,FALSE,FALSE,2025-03-26T09:45:47.123Z,2025-07-21T20:06:35.038Z
60a6d78997d5e90013d774a2,Equipment Share Inc,,0011K00002QmmUoQAJ,Equipment Share - Milwaukee WI,"11721 W Carmen Ave, Milwaukee, Wisconsin, United States, 53225",14149303910,eddie.parsons@equipmentshare.com,"eddie.parsons@equipmentshare.com,carl.howard@equipmentshare.com",,,,,,,,,FALSE,FALSE,2025-03-26T09:45:46.952Z,2025-05-12T17:46:18.368Z
60a6d78997d5e90013d774a2,Equipment Share Inc,,0011K00002QmmX4QAJ,Equipment Share - Charleston SC,"10179 US-78, Ladson, South Carolina, United States, 29456",18434107717,eddie.parsons@equipmentshare.com,eddie.parsons@equipmentshare.com,,,,,,,,,FALSE,FALSE,2025-03-26T09:45:46.988Z,2025-05-12T17:46:19.232Z
60a6d78997d5e90013d774a2,Equipment Share Inc,,001OJ00000IEGc5YAH,Equipment Share - Perry GA,"204 Valley Dr, Perry, Georgia, United States, 31069",+14783137200,,eddie.parsons@equipmentshare.com,,,,,,,,,FALSE,FALSE,2025-03-26T09:45:47.339Z,2025-04-24T14:25:37.952Z
