supplierId,supplierName,erpId,branchId,branchName,branchAddress,branchPhoneNumber,branchEmailAddress,omsEmailAddresses,omsPhoneNumbers,hoursMonday,hoursTuesday,hoursWednesday,hoursThursday,hoursFriday,hoursSaturday,hoursSunday,omsEnabled,isDeleted,createdDate,lastModifiedDate
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0014100001RbqYLAAZ,Herc Rentals (9422) - Kansas City MO,"707 East 16th Street, Kansas City, Missouri, United States, 64108",+18164764915,,"bryce.corrigan@hercrentals.com,nik.krewetrojas@hercrentals.com,chandler.bevans@hercrentals.com,jovany.soto@hercrentals.com,alexis.sampson@hercrentals.com",,,,,,,,,FALSE,FALSE,2025-03-26T09:45:37.297Z,2025-03-26T09:45:37.297Z
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0014100001SdD2BAAV,Herc Rentals (9321) - Charlotte NC,"4429 Equipment Drive, Charlotte, North Carolina, United States, 28269",704-598-0241,seth.harrill@hercrentals.com,desmond.mitchell@hercrentals.com,,,,,,,,,TRUE,FALSE,2025-03-26T09:45:37.433Z,2025-04-30T20:39:44.483Z
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0014100001SdH3UAAV,Herc Rentals (9331) - North Charleston SC,"6445 Fain Boulevard, North Charleston, South Carolina, United States, 29406",843-572-5904,,"brandon.nance@hercrentals.com,connor.ogilvie@hercrentals.com",,,,,,,,,FALSE,FALSE,2025-03-26T09:45:36.728Z,2025-03-26T09:45:36.728Z
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0014100001SdEkeAAF,Herc Rentals (9508) - Enid OK,"1702 North Van Buren Street, Enid, Oklahoma, United States, 73703",580-234-7368,,jeffery.caffey@hercrentals.com,,,,,,,,,FALSE,FALSE,2025-03-26T09:45:37.366Z,2025-03-26T14:44:54.775Z
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0011K00002L3drrQAB,Herc Rentals (9328) - Winterville NC,,+12527468911,kelsey.williams@hercrentals.com,"kelsey.williams@hercrentals.com,bryan.oliver@hercrentals.com,bailey.connors@hercrentals.com",,,,,,,,,FALSE,FALSE,2025-03-25T20:00:09.915Z,2025-03-25T20:00:09.915Z
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0014100000ANBoYAAX,Herc Rentals (8541) - High River AB,"2015 10 Avenue Southeast, High River, Alberta, Canada, T1V 2A6",+14036036350,travis.grant@hercrentals.com,"travis.grant@hercrentals.com,etoste@dozr.com",,,,,,,,,TRUE,FALSE,2025-03-26T09:45:36.700Z,2025-03-26T09:45:36.700Z
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0014100000ANBWZAA5,Herc Rentals (8225) - Prosolutions - Etobicoke ON,"35 Clairville Road, Etobicoke, Ontario, Canada",1-416-679-4180,,"gtacentralorders@hercrentals.com,ffilipi@dozr.com",,,,,,,,,FALSE,FALSE,2025-03-26T09:45:36.704Z,2025-03-26T09:45:36.704Z
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0014100000FB0k8AAD,Herc (Rapid) - Hamilton ON,"35 Covington Street, Hamilton, Ontario, Canada, L8E 2Y4",416-638-7007,info@rapid-rents.com,info@rapid-rents.com,,,,,,,,,FALSE,FALSE,2025-03-26T09:45:36.708Z,2025-03-26T09:45:36.708Z
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0014100000oyRo0AAE,Herc Rentals (9588) - Dania Beach FL,"3251 Southwest 26th Terrace, Fort Lauderdale, Florida, United States, 33312",+19543357683,blake.davis@hercrentals.com,"karissa.leon@hercrentals.com,serenatea.hernandez@hercrentals.com",(352)-431-8712,,,,,,,,FALSE,FALSE,2025-03-26T09:45:36.711Z,2025-03-26T09:45:36.711Z
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0014100001JZ2CPAA1,Herc Rentals - Ormond Beach FL,"874 S. Nova Rd., Ormond Beach, Florida, United States, 32174",(386) 252-8296,,,,,,,,,,,FALSE,FALSE,2025-03-26T09:45:36.714Z,2025-03-26T09:45:36.714Z
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0014100001SdGrVAAV,Herc Rentals (9330) - Columbia SC,"125 Cort Road, Columbia, South Carolina, United States, 29203",+18037862900,daniel.seay@hercrentals.com,"daniel.seay@hercrentals.com,ffilipi@dozr.com,andrew.sandersii@hercrentals.com",,,,,,,,,FALSE,FALSE,2025-03-26T09:45:36.718Z,2025-03-26T09:45:36.718Z
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0014100001SdKV4AAN,Herc Rentals (9307) - Knoxville TN,"2804 John Deere Drive, Knoxville, Tennessee, United States, 37917",865-546-3700,,"billy.gibson@hercrentals.com,tristen.key@hercrentals.com",,,,,,,,,FALSE,FALSE,2025-03-26T09:45:36.721Z,2025-03-26T09:45:36.721Z
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0014100001SdH1nAAF,Herc Rentals (9316) - Myrtle Beach SC,"4805 U.S. 501, Myrtle Beach, South Carolina, United States, 29579",843-236-2369,sam.porter1@hercrentals.com,"zane.ahmed@hercrentals.com,dylan.beaulieu@hercrentals.com",,,,,,,,,FALSE,FALSE,2025-03-26T09:45:36.725Z,2025-03-26T09:45:36.725Z
5cc1d8df8e6b63e7728fdc52,Herc Rentals,,0014100001SdH9hAAF,Herc Rentals (9306) - Chattanooga TN,"1913 East 24th Street Place, Chattanooga, Tennessee, United States, 37404",423-624-6955,,"ashley.meekins@hercrentals.com,blake.hall@hercrentals.com,libby.blair@hercrentals.com",,,,,,,,,FALSE,FALSE,2025-03-26T09:45:36.732Z,2025-03-26T09:45:36.732Z
