supplierId,supplierName,erpId,branchId,branchName,branchAddress,branchPhoneNumber,branchEmailAddress,omsEmailAddresses,omsPhoneNumbers,hoursMonday,hoursTuesday,hoursWednesday,hoursThursday,hoursFriday,hoursSaturday,hoursSunday,omsEnabled,isDeleted,createdDate,lastModifiedDate
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,0109,5f8debb196d1460011828fa3,Synergy Equipment - Sarasota FL,"2580 Whitfield Ave, Sarasota, US",8669770848,ccrenshaw@synergyequip.com,"ccrenshaw@synergyequip.com,kedminson@synergyequip.com,sarasotacounter@synergyequip.com,sarasotacounter@synergyrents.com,nbunch@synergyequip.com",,07:30-17:30,07:30-17:30,07:30-17:30,07:30-17:30,07:30-17:30,,,TRUE,FALSE,2025-03-26T09:45:10.146Z,2025-04-30T13:29:11.921Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,0123,656e3e8d5c3bc5001c97c8a3,Synergy Equipment - Clearwater FL,"12600 Automobile Blvd, Clearwater, US",7275915134,clwcounter@synergyequip.com,clwcounter@synergyequip.com,,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,,,TRUE,FALSE,2025-03-26T09:45:10.168Z,2025-04-21T16:46:01.586Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,0121,656e3f9ff5df61001c1b32bf,Synergy Equipment - Lakeland FL,"2702 Drane Field Rd, Lakeland, US",8632508761,lkldrentcounter@synergyequip.com,"lkldrentcounter@synergyequip.com,pkitain@synergyequip.com",,07:30-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,TRUE,FALSE,2025-03-26T09:45:10.173Z,2025-04-22T14:34:18.168Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,0110,5f8df09896d1460011828fab,Synergy Equipment - Forest Park GA,"5960 Frontage Rd, Forest Park, US",6785035006,gwelford@synergyequip.com,"forestparkcounter@synergyequip.com,bharrington@synergyequip.com,acochran@synergyequip.com",,07:30-17:30,07:30-17:30,07:30-17:30,07:30-17:30,07:30-17:30,,,TRUE,FALSE,2025-03-26T09:45:10.155Z,2025-04-18T15:23:07.458Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,0106,5f8de06e96d1460011828f45,Synergy Equipment - Daytona Beach FL,"1830 Mason Ave, Daytona Beach, US",+13863887441,daytonacounter@synergyrents.com,"daytonacounter@synergyrents.com,rhaines@synergyequip.com,daytonacounter@synergyequip.com",,07:30-17:30,07:30-17:30,07:30-17:30,07:30-17:30,07:30-17:30,,,TRUE,FALSE,2025-03-26T09:45:10.151Z,2025-04-22T16:18:00.982Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,0124,656e3e07fb8437001c79ee2b,Synergy Equipment - Ocala FL,"4103 NW 44th Ave, Ocala, US",3523065985,ocalacounter@synergyequip.com,"staylor@synergyequip.com,ocalacounter@synergyequip.com",,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,,,TRUE,FALSE,2025-03-26T09:45:10.163Z,2025-04-01T15:50:54.438Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,0100,656e450bcff31d001c2b5859,Synergy Equipment - Orlando FL,"8151 N Orange Blossom Trl, Orlando, US",+14072509626,rmoore@synergyequip.com,"rnunn@synergyequip.com,orlrentcoor@synergyequip.com,orlandocounter@synergyrents.com,bmcdonald@synergyequip.com,rsueter@synergyequip.com,synsalesorl@synergyequip.com",(407)-273-7383,07:30-17:30,07:30-17:30,07:30-17:30,07:30-17:30,07:30-17:30,,,TRUE,FALSE,2025-03-26T09:45:10.177Z,2025-05-02T14:37:49.562Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,0122,65a92c35d62098001c0f0992,Synergy Equipment - Cocoa Beach FL,"1740 W King St, Cocoa, US",3213421808,,cocoacounter@synergyequip.com,,07:30-17:30,07:30-17:30,07:30-17:30,07:30-17:30,07:30-17:30,,,TRUE,FALSE,2025-03-26T09:45:10.182Z,2025-04-09T20:23:12.409Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,0125,65dde543d32c56002462120c,Synergy Equipment - Panama City FL,"7001 Bayou George Dr, Panama City, US",8508206686,,,,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,,,FALSE,FALSE,2025-03-26T09:45:10.185Z,2025-03-27T20:12:32.610Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,,0011K00002FVgFEQA1,Synergy Equipment - Dover FL - Pump Rentals ONLY,"13256 U.S. 92, Dover, Florida, United States, 33527",+18136263470,info@synergyequip.com,info@synergyequip.com,,,,,,,,,FALSE,FALSE,2025-03-27T20:12:32.417Z,2025-03-27T20:12:32.417Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,,001Ah000006gOkGIAU,Synergy Equipment - Clearwater FL,"12600 Automobile Blvd, Clearwater, Florida, United States, 33762",+17275915134,,"kcamacho@synergyequip.com,clwcounter@synergyequip.com,ksims@synergyequip.com",,,,,,,,,FALSE,FALSE,2025-03-27T20:12:32.573Z,2025-03-27T20:12:32.573Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,,0011K00002N72g5QAB,Synergy Equipment - Garden City GA,"2206 U.S. 80, Garden City, Georgia, United States",+19127375070,mboyer@synergyequip.com,gardencounter@synergyequip.com,,,,,,,,,TRUE,FALSE,2025-03-27T20:12:32.571Z,2025-03-27T20:12:32.571Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,,001OJ000001yul8YAA,Synergy Equipment - Ocala FL,"4103 NW 44th Ave, Ocala, Florida, United States, 34482",+13523065985,,,,,,,,,,,FALSE,FALSE,2025-03-27T20:12:32.584Z,2025-03-27T20:12:32.584Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,,0011K00002NZNlRQAX,Synergy Equipment - Fort Myers South FL,"7000 Bucks Lane, Fort Myers, United States",+12393177228,jsmith@synergyequip.com,"ftmcounter@synergyequip.com,bjacobelli@synergyequip.com,kcamacho@synergyequip.com",,,,,,,,,TRUE,FALSE,2025-03-27T20:12:32.587Z,2025-03-27T20:12:32.587Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,,001Ah000003fQzpIAE,Synergy Equipment - Lakeland FL,"2702 Drane Field Rd, Lakeland, United States",+18632508761,,"lkldrentcounter@synergyequip.com,pkitain@synergyequip.com",,,,,,,,,TRUE,FALSE,2025-03-27T20:12:32.587Z,2025-03-27T20:12:32.587Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,,5f8def7e96d1460011828fa7,Synergy Equipment - Stuart FL,"8451 SW Old Kansas Ave, Stuart, FL 34997, USA",17724947774,stuartcounter@synergyequip.com,"stuartcounter@synergyequip.com,dozr_stuart@synergyequip.com,larnold@synergyequip.com",,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,TRUE,FALSE,2025-08-20T15:56:04.961Z,2025-08-20T15:56:04.961Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,,68ac71f6c0444700197780be,Synergy Equipment - Nashville TN,"1039 Louisville Hwy, Goodlettsville, TN 37072, USA",18447963749,,,,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,FALSE,FALSE,2025-08-25T14:23:50.391Z,2025-08-25T14:23:50.391Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,,68ac71f6c0444700197780bf,Synergy Equipment - Austin TX,"12111 S Hwy 183, Buda, TX 78610, USA",17373524408,,,,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,FALSE,FALSE,2025-08-25T14:23:50.535Z,2025-08-25T14:23:50.535Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,,68ac71f6c0444700197780c0,Synergy Equipment - San Antonio TX,"7054 Pipestone, Schertz, TX 78154, USA",18304653615,,,,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,FALSE,FALSE,2025-08-25T14:23:50.657Z,2025-08-25T14:23:50.657Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,,68ac71f6c0444700197780c2,Synergy Equipment - Houston TX,"1711 Meyer Rd, Houston, TX 77073, USA",13465973386,,,,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,FALSE,FALSE,2025-08-25T14:23:50.754Z,2025-08-25T14:23:50.754Z
5cc1d3f08e6b63e7728f5f31,Synergy Equipment,,68ac71f6c0444700197780c3,Synergy Equipment - Hutchins TX,"1833 Carpenter Rd, Hutchins, TX 75141, USA",19452708358,,,,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,FALSE,FALSE,2025-08-25T14:23:50.975Z,2025-08-25T14:23:50.975Z
