supplierId,supplierName,erpId,branchId,branchName,branchAddress,branchPhoneNumber,branchEmailAddress,omsEmailAddresses,omsPhoneNumbers,hoursMonday,hoursTuesday,hoursWednesday,hoursThursday,hoursFriday,hoursSaturday,hoursSunday,omsEnabled,isDeleted,createdDate,lastModifiedDate
5cc1d6c98e6b63e7728fb2fa,Yancey Cat,,0014100000hUBnBAAW,Yancey Cat - Augusta GA,"4165 Mike Padgett Hwy, Augusta, Georgia, United States, 30906",7067901300,yanceyleads@yanceybros.com,"clayton.johnson@yanceyrents.com,augustacrscounter@yanceybros.com,will.james@yanceyrents.com,payne.jackson@yanceyrents.com",,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,TRUE,FALSE,2025-03-26T09:45:30.779Z,2025-03-26T09:45:30.779Z
5cc1d6c98e6b63e7728fb2fa,Yancey Cat,,0014100000hUChfAAG,Yancey CAT - Austell GA,"557 Lee Industrial Boulevard, Austell, Georgia, United States, 30168",6787186500,kyle.phillips@yanceyrents.com,"austellcrscounter@yanceybros.com,william.hutson@yanceyrents.com,vance.epperson@yanceyrents.com,jaine.kennedy@yanceyrents.com,john.cox@yanceyrents.com,daniel.pharr@yanceyrents.com",,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,TRUE,FALSE,2025-03-26T09:45:30.783Z,2025-03-26T09:45:30.783Z
5cc1d6c98e6b63e7728fb2fa,Yancey Cat,,0014100001TSbNVAA1,Yancey CAT - Albany GA,"1604 South Slappey Boulevard, Albany, Georgia, United States, 31701",2294208513,,"courtney.harrison@yanceyrents.com,albanycrs@yanceybros.com,daniel.pharr@yanceyrents.com,nick.villanacci@yanceyrents.com",,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,TRUE,FALSE,2025-03-26T09:45:30.786Z,2025-03-26T09:45:30.786Z
5cc1d6c98e6b63e7728fb2fa,Yancey Cat,,0014100001TSbRmAAL,Yancey Cat - Brunswick GA,"370 Perry Lane Road, Brunswick, Georgia, United States, 31525",9122793450,,"brunswickcrs@yanceybros.com,vance.epperson@yanceyrents.com,brunswick@yanceybros.com,zach.leggett@yanceyrents.com,daniel.pharr@yanceyrents.com",,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,TRUE,FALSE,2025-03-26T09:45:30.790Z,2025-03-26T09:45:30.790Z
5cc1d6c98e6b63e7728fb2fa,Yancey Cat,,0014100001TSbnTAAT,Yancey Cat - Macon GA,"875 Guy Paine Road, Macon, Georgia, United States, 31206",4787855001,,"charles.parish@yanceyrents.com,vance.epperson@yanceyrents.com,dakota.rawls@yanceyrents.com",,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,TRUE,FALSE,2025-03-26T09:45:30.794Z,2025-03-26T09:45:30.794Z
5cc1d6c98e6b63e7728fb2fa,Yancey Cat,,0014100001TSc0rAAD,Yancey Cat - McDonough GA,"187 Interstate South Drive, McDonough, Georgia, United States, 30253",7703026810,,"vance.epperson@yanceyrents.com,zachary_bartlett@yanceybros.com,sam.larson@yanceyrents.com,spencer.copeland@yanceyrents.com,tyler.brown02@yanceyrents.com",,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,TRUE,FALSE,2025-03-26T09:45:30.798Z,2025-03-26T09:45:30.798Z
5cc1d6c98e6b63e7728fb2fa,Yancey Cat,,0014100001TSc2xAAD,Yancey Cat - Savannah GA,"1459 U.S. 80 East, Pooler, Georgia, United States, 31322",9125251206,,"michael.connelly@yanceyrents.com,vance.epperson@yanceyrents.com,daniel.pharr@yanceyrents.com,colin.zammit@yanceyrents.com",(416)-938-4700,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,TRUE,FALSE,2025-03-26T09:45:30.802Z,2025-03-26T09:45:30.802Z
5cc1d6c98e6b63e7728fb2fa,Yancey Cat,,0014100001TSbcQAAT,Yancey Cat - Columbus GA,"2946 Smith Road, Columbus, Georgia, United States, 31808",7066490054,,"kyle.phillips@yanceyrents.com,gavin.burrage@yanceyrents.com,columbuscrs@yanceybros.com,dustin.wilkinson@yanceyrents.com,daniel.pharr@yanceyrents.com",,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,TRUE,FALSE,2025-03-26T09:45:30.805Z,2025-03-26T09:45:30.805Z
5cc1d6c98e6b63e7728fb2fa,Yancey Cat,,0014100001TSbdTAAT,Yancey Cat - Gwinnett GA,"335 Hurricane Trail, Dacula, Georgia, United States, 30019",7709636868,,"douglas.matthews@yanceyrents.com,gwinnettcrs@yanceybros.com",,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,TRUE,FALSE,2025-03-26T09:45:30.809Z,2025-03-26T09:45:30.809Z
5cc1d6c98e6b63e7728fb2fa,Yancey Cat,,0014100001TScANAA1,Yancey Cat - Statesboro GA,"8555 U.S. 301 Suite 855, Statesboro, Georgia, United States, 30458",9122256600,,"vance.epperson@yanceyrents.com,daniel.pharr@yanceyrents.com,william.mcbryde@yanceyrents.com",(416)-938-4700,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,TRUE,FALSE,2025-03-26T09:45:30.813Z,2025-03-26T09:45:30.813Z
