supplierId,supplierName,erpId,branchId,branchName,branchAddress,branchPhoneNumber,branchEmailAddress,omsEmailAddresses,omsPhoneNumbers,hoursMonday,hoursTuesday,hoursWednesday,hoursThursday,hoursFriday,hoursSaturday,hoursSunday,omsEnabled,isDeleted,createdDate,lastModifiedDate
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002Peq3MQAR,Equipment Depot - Houston TX,"16330 Air Center Blvd, Houston, Texas, United States, 77032",7138696801,,"pat.monette@eqdepot.com,desiree.silva@eqdepot.com",,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,FALSE,FALSE,2025-03-26T09:45:46.357Z,2025-03-26T09:45:46.357Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002PerHdQAJ,Equipment Depot - Longview TX,"5111 W Loop 281, Longview, Texas, United States, 75603",9037572911,,,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,,,FALSE,FALSE,2025-03-26T09:45:46.395Z,2025-03-26T09:45:46.395Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002Peq4tQAB,Equipment Depot - Saco ME,"10 Mill Brook Rd, Saco, Maine, United States, 04072",8006370066,,ian.coleman@eqdepot.com,,07:00-16:00,07:00-16:00,07:00-16:00,07:00-16:00,07:00-16:00,,,FALSE,FALSE,2025-03-26T09:45:46.409Z,2025-03-26T09:45:46.409Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002PeqEtQAJ,Equipment Depot - Wallingford CT,"20 N Plains Industrial Rd, Wallingford, Connecticut, United States, 06492",2032697448,,,,07:00-16:00,07:00-16:00,07:00-16:00,07:00-16:00,07:00-16:00,,,FALSE,FALSE,2025-03-26T09:45:46.414Z,2025-03-26T09:45:46.414Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002PeqpnQAB,Equipment Depot - Cincinnati OH,"4331 Rossplain Dr, Cincinnati, Ohio, United States, 45236",5138910600,,clessa@dozr.com,,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,FALSE,FALSE,2025-03-26T09:45:46.430Z,2025-03-26T09:45:46.430Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002Per4YQAR,Equipment Depot - Evansville IN,"922 Division St, Evansville, Indiana, United States, 47711",8124258164,,,,07:30-16:30,07:30-16:30,07:30-16:30,07:30-16:30,07:30-16:30,,,FALSE,FALSE,2025-03-26T09:45:46.441Z,2025-03-26T09:45:46.441Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002PeqvLQAR,Equipment Depot - Rockford IL,"4414 11th St, Rockford, Illinois, United States, 61109",8153974450,,annamarie.benshetler@eqdepot.com,,07:00-16:30,07:00-16:30,07:00-16:30,07:00-16:30,07:00-16:30,,,TRUE,FALSE,2025-03-26T09:45:46.466Z,2025-03-26T16:22:01.019Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002PerIRQAZ,Equipment Depot - Brazosport TX,"113 W Murray St, Angleton, Texas, United States, 77515",9798644800,,,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,,,FALSE,FALSE,2025-03-26T09:45:46.473Z,2025-03-26T09:45:46.473Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002PerQdQAJ,Equipment Depot - San Antonio TX,"5250 N Loop 1604 E, San Antonio, Texas, United States, 78247",2102251221,ian.coleman@eqdepot.com,rental.tx.sanantonio@eqdepot.com,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,,,FALSE,FALSE,2025-03-26T09:45:46.484Z,2025-03-26T09:45:46.484Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002PerWkQAJ,Equipment Depot - Austin TX,"15727 N Interstate Hwy 35, Pflugerville, Texas, United States, 78660",5122522300,,ian.coleman@eqdepot.com,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,,,FALSE,FALSE,2025-03-26T09:45:46.487Z,2025-03-26T09:45:46.487Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002PerTgQAJ,Equipment Depot - Corpus Christi TX,"5661 Agnes St, Corpus Christi, Texas, United States, 78405",3618878901,,,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,,,FALSE,FALSE,2025-03-26T09:45:46.491Z,2025-03-26T09:45:46.491Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002PerUoQAJ,Equipment Depot - McAllen TX,"705 E Nolana Loop, Pharr, Texas, United States, 78577",9564615858,,,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,,,FALSE,FALSE,2025-03-26T09:45:46.495Z,2025-03-26T09:45:46.495Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002PerZPQAZ,Equipment Depot - Dallas-Fort Worth (DFW) TX - DO NOT CONTACT,"15051 FAA Boulevard, Fort Worth, Texas, United States",8178348841,,"hgabriel@dozr.com,rental.tx.dfw@eqdepot.com",,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,,,FALSE,FALSE,2025-03-26T09:45:46.498Z,2025-03-26T09:45:46.498Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002PeraDQAR,Equipment Depot - Dallas TX,"1400 S Loop 12, Irving, TX 75060, USA",9724388000,,"david.lynch@eqdepot.com,rental.tx.dfw@eqdepot.com,rentals.tx.dfw@eqdepot.com,ffilipi@dozr.com",,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,,,FALSE,FALSE,2025-03-26T09:45:46.504Z,2025-09-02T13:10:37.910Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002PerXTQAZ,Equipment Depot - Waco TX,"4100 I-35, Waco, Texas, United States, 76706",2546624322,,"savannah.stanford@eqdepot.com,mary.wagner@eqdepot.com,chandler.boyd@eqdepot.com",,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,,,FALSE,FALSE,2025-03-26T09:45:46.508Z,2025-03-26T09:45:46.508Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,0011K00002PerbQQAR,Equipment Depot - Sherman TX,"3405 N Hwy 75, Sherman, Texas, United States, 75090",9038913000,,,,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,,,FALSE,FALSE,2025-03-26T09:45:46.512Z,2025-03-26T09:45:46.512Z
6047c4e0fda94e001339a163,Equipment Depot Texas,,001Ah000006cKOLIA2,Equipment Depot - Milwaukee WI,"1100 Cottonwood Ave, Hartland, Wisconsin, United States, 53029",+12623695500,,dustin.siem@eqdepot.com,,,,,,,,,FALSE,FALSE,2025-03-26T09:45:46.522Z,2025-03-26T09:45:46.522Z
